transaction_id,customer_id,timestamp_seconds,hour_of_day,day_of_week,is_weekend,is_night,amount,avg_amount_30d,amount_to_avg_ratio,customer_age,customer_tenure_days,account_balance,income_band,merchant_category,merchant_id,transaction_type,card_present,device_type,num_transactions_last_1h,num_transactions_last_24h,minutes_since_last_transaction,distance_from_home_km,distance_from_last_transaction_km,is_foreign_transaction,ip_address_risk_score,failed_pin_attempts_24h,is_fraud
588,34403,9011,2,0,0,1,77.58,55.99,1.386,22,1861,250.2,5,online_retail,17213,online,0,android,0,2,520,4.17,57.94,0,0.79,0,0
589,37412,9032,2,0,0,1,4.08,5.07,0.805,26,612,271.3,4,restaurant,43566,chip,1,unknown,0,3,108.6,44.26,2.82,0,0.078,0,0
590,47371,9039,2,0,0,1,56.33,42.68,1.32,32,1573,1739.89,5,electronics,89966,swipe,1,ios,1,6,12.9,22.88,29.11,0,0.093,0,0
591,40200,9048,2,0,0,1,32.75,29.1,1.125,35,2472,375.56,4,restaurant,92661,chip,1,web_mobile,1,3,27.2,2.68,9.37,0,0.155,0,0
592,18579,9067,2,0,0,1,16.46,21.48,0.766,23,3449,515.9,2,money_transfer,60289,atm_withdrawal,1,web_mobile,0,9,336,23.51,3.57,0,0.078,0,0
593,45704,9075,2,0,0,1,55.87,31.64,1.766,26,399,264.65,2,fuel,73540,contactless,1,web_mobile,0,7,395.2,2.79,3.31,0,0.083,0,0
594,7839,9077,2,0,0,1,15.85,14.2,1.116,46,2215,971.05,4,clothing,20980,chip,1,ios,2,7,618.8,4.52,18.19,0,0.299,0,0
595,15238,9093,2,0,0,1,13.77,13.39,1.028,81,1772,570.33,4,electronics,78184,contactless,1,pos_terminal,1,4,144.2,6.3,15.86,0,0.149,0,0
596,34657,9095,2,0,0,1,18.04,29.09,0.62,21,2696,1159.11,1,online_retail,58827,contactless,1,web_desktop,0,5,175.8,6.81,8.05,0,0.213,0,0
597,19095,9115,2,0,0,1,51.26,57.61,0.89,64,3774,2429.29,1,crypto_exchange,48742,chip,1,unknown,0,3,120.9,2.97,23,0,0.118,0,0
598,24952,9124,2,0,0,1,15.25,21.24,0.718,43,2157,1032.52,3,entertainment,21419,swipe,1,web_desktop,1,5,766.6,16.05,2.5,0,0.009,0,0
599,47537,9159,2,0,0,1,21.82,39.96,0.546,45,3781,2180.45,2,clothing,70499,contactless,1,android,0,1,104.5,12.07,21.87,0,0.004,0,0
600,2028,9161,2,0,0,1,22.77,19.5,1.168,53,2724,766.05,2,crypto_exchange,96162,online,0,ios,0,6,16.4,2.56,0.02,0,0.796,0,0
601,44644,9162,2,0,0,1,41.26,59.58,0.693,39,1247,1821.41,1,travel,34144,chip,1,ios,0,6,143.9,1.92,0.27,0,0.076,0,0
602,24926,9170,2,0,0,1,48.29,38.08,1.268,76,3691,1720.75,3,money_transfer,31007,contactless,1,pos_terminal,1,4,16.2,17.53,17.17,0,0.233,0,0
603,210,9183,2,0,0,1,1.85,9.74,0.19,35,1893,332.6,3,online_retail,63666,contactless,1,ios,0,4,64.4,18.18,13.32,0,0.251,0,0
604,2590,9230,2,0,0,1,37.6,13.03,2.886,22,3150,656.47,2,travel,35470,swipe,1,unknown,0,5,447.1,49.6,7.35,0,0.082,0,0
605,5377,9239,2,0,0,1,62.55,24.34,2.57,35,3605,606.99,5,electronics,87010,atm_withdrawal,1,web_mobile,0,1,80,10.43,13.93,0,0.201,0,0
606,23250,9255,2,0,0,1,105.77,71.45,1.48,30,11,891.51,2,clothing,63472,swipe,1,unknown,0,4,17.5,23.19,6.86,0,0.152,0,0
607,40590,9282,2,0,0,1,135.32,59.81,2.262,22,627,3146.73,3,travel,33363,online,0,web_desktop,0,1,65.7,16.83,18.23,0,0.782,0,0
608,2933,9294,2,0,0,1,25.46,31.49,0.809,47,3039,535.04,5,gaming,23590,chip,1,android,0,4,346.3,17.44,15.33,0,0.102,0,0
609,42377,9312,2,0,0,1,52.46,52.77,0.994,49,1077,290.48,3,gaming,98392,manual_entry,0,android,1,6,126.2,3.9,1.32,0,0.808,0,0
610,46778,9345,2,0,0,1,137.52,45.26,3.038,81,2416,2463.64,1,gambling,57979,online,0,web_mobile,0,5,305.4,38.56,1.33,0,0.046,0,0
611,301,9348,2,0,0,1,13.09,25.09,0.522,73,1088,699.11,1,health,12935,contactless,1,web_mobile,0,5,150.7,26.92,0.56,0,0.093,0,0
612,41197,9348,2,0,0,1,32.42,14.25,2.275,70,3514,528.05,2,gaming,47834,online,0,android,1,7,969.2,3.65,27.31,0,0.113,0,0
613,3610,9355,2,0,0,1,25.25,35.2,0.717,55,37,1754.71,1,gaming,31610,online,0,web_desktop,0,2,291.3,15.33,13.02,0,0.259,0,0
614,47782,9378,2,0,0,1,23.77,40.81,0.582,27,1514,1426.96,3,clothing,37970,online,0,ios,0,3,106.2,24.76,2.32,0,0.772,0,0
615,46222,9385,2,0,0,1,13.99,21.71,0.644,25,2426,622.95,5,electronics,80483,online,0,unknown,2,5,42.1,27.06,10.8,0,0.114,0,0
616,34641,9388,2,0,0,1,26.23,31.58,0.831,19,674,742.49,2,crypto_exchange,38334,chip,1,web_desktop,0,2,178.7,0.5,5.07,0,0.016,0,0
617,36519,9403,2,0,0,1,20.43,17.63,1.159,67,952,810.37,3,online_retail,10819,online,0,web_mobile,0,3,337.3,3.67,16.13,0,0.921,0,0
618,10160,9432,2,0,0,1,39.73,34.29,1.159,74,247,883.24,2,health,90847,atm_withdrawal,1,web_mobile,0,6,84.4,31.84,5.2,0,0.279,0,0
619,15527,9442,2,0,0,1,10.6,27.06,0.392,36,305,512.71,3,entertainment,46604,online,0,web_mobile,0,3,447.1,10.09,0.39,0,0.013,0,0
620,28503,9447,2,0,0,1,63.56,67.95,0.935,33,3374,1829.62,4,entertainment,95385,online,0,android,1,5,314.6,19.86,0.28,0,0.725,0,0
621,24647,9463,2,0,0,1,22.04,55.58,0.397,42,2489,547.83,5,gambling,97155,chip,1,android,1,4,637.8,0.62,25.61,0,0.193,0,0
622,14920,9467,2,0,0,1,135.28,32.73,4.133,54,1612,1285.22,3,gambling,58528,online,0,ios,0,3,0.6,12.25,0.02,0,0.577,0,1
623,47123,9495,2,0,0,1,13.92,16.92,0.823,72,2347,80.36,1,money_transfer,73557,swipe,1,android,0,4,215.1,7.42,12,0,0.177,0,0
624,31599,9521,2,0,0,1,16.01,17.51,0.914,79,192,937.64,2,jewelry,38395,online,0,pos_terminal,0,6,318.8,3.89,4.2,0,0.347,0,0
625,24278,9558,2,0,0,1,14.64,39.99,0.366,64,1946,1563.57,5,restaurant,85674,manual_entry,0,web_mobile,0,5,45.7,51.29,11.93,0,0.508,0,0
626,47608,9564,2,0,0,1,16.99,26.19,0.649,35,1095,289.36,1,gaming,58942,contactless,1,unknown,2,7,421,7.11,1.8,0,0.297,0,0
627,39013,9581,2,0,0,1,42.41,58.98,0.719,63,579,3491.99,3,travel,70642,swipe,1,unknown,2,5,102.2,4.05,17.71,0,0.224,0,0
628,46264,9587,2,0,0,1,24.46,27.19,0.9,62,391,420.54,2,restaurant,87475,swipe,1,ios,0,4,437.1,0.8,11.34,0,0.204,0,0
629,5139,9612,2,0,0,1,9.98,25.65,0.389,84,977,471.7,5,crypto_exchange,47766,swipe,1,pos_terminal,2,4,472,20.1,8.41,0,0.17,0,0
630,2968,9621,2,0,0,1,27.88,18.9,1.475,66,1506,187.59,1,health,51069,contactless,1,android,0,7,114.6,7.41,9.83,0,0.053,0,0
631,45488,9637,2,0,0,1,39.54,27.92,1.416,70,2331,755.33,5,fuel,33786,chip,1,web_mobile,0,5,225,2.11,0.88,0,0.021,0,0
632,30012,9705,2,0,0,1,36.37,48.59,0.749,78,1001,750.85,4,health,68825,chip,1,pos_terminal,0,6,68.2,5.43,1.11,0,0.255,0,0
633,11497,9745,2,0,0,1,9.43,11.97,0.788,82,3954,507.86,4,money_transfer,35664,contactless,1,unknown,0,1,114.3,16.47,21.32,0,0.113,0,0
634,41549,9749,2,0,0,1,8.12,20.38,0.398,69,1686,126.06,3,online_retail,74736,chip,1,android,0,4,338.5,7.52,9.04,0,0.102,0,0
635,25279,9763,2,0,0,1,32.69,22.25,1.469,50,3239,877.52,1,restaurant,45275,contactless,1,android,1,3,58.3,16.13,1.64,0,0.12,0,0
636,10188,9785,2,0,0,1,46.41,40.25,1.153,25,944,748.47,5,gambling,32379,contactless,1,web_desktop,0,4,7.8,5.76,5.19,0,0.003,0,0
637,19202,9785,2,0,0,1,36.05,33.11,1.089,68,3612,864.45,4,money_transfer,32703,online,0,web_mobile,2,6,336.7,19.61,14.91,0,0.665,1,0
638,34347,9787,2,0,0,1,69.11,40.28,1.716,35,647,1071.68,3,gambling,68857,atm_withdrawal,1,web_mobile,0,2,8.7,17.38,12.96,0,0.143,0,0
639,8370,9788,2,0,0,1,40.28,31.1,1.295,82,444,167.17,4,electronics,23152,atm_withdrawal,1,android,0,1,67.2,1.29,14.46,0,0.202,0,0
640,27487,9807,2,0,0,1,25.23,46.47,0.543,65,452,1439.58,5,utilities,65954,swipe,1,web_mobile,1,3,52,1.1,8.65,0,0.151,0,0
641,3087,9839,2,0,0,1,46.06,30.78,1.496,29,1170,554.61,3,entertainment,72928,swipe,1,web_mobile,0,3,64.4,8.44,15.54,0,0.143,0,0
642,2720,9890,2,0,0,1,41.13,10.57,3.891,59,3207,453.86,3,entertainment,91966,online,0,unknown,1,5,67.5,20.42,42.03,0,0.911,0,0
643,27280,9934,2,0,0,1,29.35,22.89,1.282,23,3058,110.97,4,health,74975,contactless,1,android,0,4,586.9,3.74,3.11,0,0.047,0,0
644,40171,9948,2,0,0,1,39.68,22.46,1.767,55,2590,1506.94,1,crypto_exchange,67748,online,0,android,2,5,76.8,45.02,11.99,0,0.536,0,0
645,25893,9960,2,0,0,1,57.83,65.08,0.889,35,315,1945.65,4,clothing,72992,online,0,web_desktop,0,4,110.1,25.31,24.98,0,0.532,1,0
646,32079,9982,2,0,0,1,17.31,13.61,1.272,23,569,105.39,4,travel,34625,online,0,web_desktop,0,2,81.8,4.18,9.57,0,0.293,0,0
647,36228,10021,2,0,0,1,37.36,55.25,0.676,24,2879,2789.45,4,jewelry,85295,contactless,1,web_desktop,1,2,185.8,6.81,2.25,0,0.199,1,0
648,43345,10039,2,0,0,1,30.05,14.84,2.025,32,3067,642.29,4,crypto_exchange,31044,online,0,android,0,4,209.4,22.36,37.72,0,0.556,0,0
649,18623,10049,2,0,0,1,11.02,19.99,0.551,55,977,231.35,4,gaming,17717,swipe,1,web_mobile,0,4,304.3,0.85,6.3,0,0.253,0,0
650,23411,10053,2,0,0,1,28.84,17.62,1.637,46,1652,382.42,3,electronics,13388,chip,1,ios,0,5,143.3,11.08,21.49,0,0.077,0,0
651,12682,10073,2,0,0,1,22.17,20.44,1.085,84,1684,440.97,5,restaurant,21178,contactless,1,android,0,4,101.1,12.39,51.04,0,0.217,0,0
652,38359,10074,2,0,0,1,33.32,19.83,1.68,32,2836,151.33,3,jewelry,45929,online,0,pos_terminal,0,2,245.9,17.44,6.73,0,0.152,0,0
653,3921,10084,2,0,0,1,27.01,36.29,0.744,59,2470,844.38,1,money_transfer,94520,contactless,1,web_mobile,0,2,83.8,0.31,4.28,0,0.296,0,0
654,13244,10090,2,0,0,1,22.49,20.31,1.107,34,1323,894.24,2,travel,48309,chip,1,pos_terminal,1,6,74.5,2.78,26.93,0,0.029,0,0
655,9851,10118,2,0,0,1,13.06,17.63,0.741,40,2284,485.82,4,gambling,47658,contactless,1,ios,0,2,64.3,6.39,19.03,0,0.007,0,0
656,32773,10124,2,0,0,1,23.56,26.35,0.894,31,3892,1054.74,1,jewelry,30561,online,0,unknown,1,6,2.6,11.28,4.05,0,0.653,0,1
657,3516,10132,2,0,0,1,120.54,67.2,1.794,29,1755,3318.1,2,gaming,93462,chip,1,unknown,0,3,464,1.37,23.76,0,0.061,0,0
658,45131,10190,2,0,0,1,51.49,47.46,1.085,21,3480,1202.58,2,restaurant,44111,online,0,web_desktop,2,5,82.4,3.67,11.99,0,0.396,0,0
659,15519,10204,2,0,0,1,9.37,16.21,0.578,55,3444,693.37,4,gambling,94727,chip,1,ios,0,3,430.2,20.11,16.21,0,0.023,0,0
660,46197,10218,2,0,0,1,52.23,26.52,1.969,58,2067,745.35,1,travel,76130,online,0,ios,1,5,706.7,8.05,16.97,0,0.51,0,0
661,14177,10232,2,0,0,1,11.6,22.25,0.521,30,2682,743.44,1,clothing,82722,swipe,1,ios,0,4,72.1,15.08,5.59,0,0.152,0,0
662,2753,10239,2,0,0,1,84.63,50.98,1.66,61,1799,2554.95,2,restaurant,25241,contactless,1,ios,1,6,731.2,2.47,15.13,0,0.144,0,0
663,15837,10243,2,0,0,1,11.15,52.2,0.214,80,3057,531.63,3,money_transfer,73153,atm_withdrawal,1,unknown,1,6,90.9,44.56,13.39,0,0.13,0,0
664,859,10245,2,0,0,1,78.05,99.13,0.787,71,1319,4302.54,2,crypto_exchange,10220,contactless,1,web_mobile,0,6,538.8,69.8,23.21,0,0.26,0,0
665,40687,10247,2,0,0,1,10.01,10.4,0.962,34,2970,272.7,5,online_retail,15975,chip,1,pos_terminal,2,6,429.3,2.77,4.53,0,0.083,0,0
666,49804,10285,2,0,0,1,54.7,42.53,1.286,70,1012,1652.66,2,restaurant,24374,chip,1,unknown,0,2,87.3,0.36,10.14,0,0.162,0,0
667,32819,10326,2,0,0,1,66.86,41.49,1.611,49,3192,1928.96,3,crypto_exchange,64747,contactless,1,ios,0,2,120.6,27.35,1.68,0,0.135,0,0
668,21018,10327,2,0,0,1,15.99,27.72,0.577,53,2326,809.41,3,travel,10474,chip,1,android,0,4,19.9,8.85,12.76,0,0.093,0,0
669,46796,10342,2,0,0,1,232.08,94,2.469,58,2621,3290.6,2,jewelry,53381,contactless,1,ios,0,4,32.5,54.43,4.86,0,0.282,0,0
670,9469,10346,2,0,0,1,15.44,48.34,0.319,78,101,1093.29,5,crypto_exchange,57444,contactless,1,web_desktop,0,4,96.5,10.07,10.41,0,0.131,1,0
671,32128,10380,2,0,0,1,8.54,14.64,0.583,65,3450,223.96,5,health,47349,online,0,ios,0,5,244,34.33,7.54,0,0.383,0,0
672,23509,10380,2,0,0,1,14.95,12.99,1.151,62,2076,254.33,1,electronics,22658,online,0,web_mobile,1,7,280.2,1.74,14.91,0,0.462,0,0
673,48172,10401,2,0,0,1,16.8,22.69,0.74,32,3593,387.9,2,health,55120,manual_entry,0,web_desktop,0,2,296.7,12.86,3.42,0,0.988,1,1
674,20008,10412,2,0,0,1,16.73,13.35,1.253,65,3539,470.04,4,electronics,55761,chip,1,pos_terminal,0,2,142.8,15.44,6.25,0,0.293,0,0
675,40464,10421,2,0,0,1,36.18,26.77,1.352,62,1664,996.76,5,crypto_exchange,39779,swipe,1,web_desktop,0,6,204.7,16.97,6.72,0,0.136,1,0
676,39635,10425,2,0,0,1,163.14,92.4,1.766,43,3269,4747.81,4,gaming,75890,swipe,1,web_mobile,0,5,360.8,36.38,34.36,0,0.17,0,0
677,27770,10443,2,0,0,1,10.61,28.85,0.368,18,1565,1425.75,5,gambling,30619,contactless,1,pos_terminal,1,2,81.1,4.21,1.49,0,0.045,0,0
678,7572,10530,2,0,0,1,58.13,75.95,0.765,31,2142,2311.52,1,health,45340,atm_withdrawal,1,pos_terminal,0,6,931.5,30.88,21.01,0,0.159,1,0
679,34829,10536,2,0,0,1,39.88,29.93,1.332,62,3038,494.96,2,money_transfer,77703,swipe,1,unknown,0,3,474.4,6.46,16.35,0,0.016,0,0
680,31955,10544,2,0,0,1,7.04,14.33,0.491,76,3496,937.72,2,travel,48919,online,0,web_desktop,0,6,832.4,1.72,5.85,0,0.203,0,0
681,20776,10546,2,0,0,1,119.77,65.33,1.833,65,2096,1835.61,3,gaming,34745,online,0,web_mobile,0,2,57.4,19.63,2.55,0,0.203,0,0
682,10191,10547,2,0,0,1,28.9,51.21,0.564,55,3341,1142.39,2,restaurant,44432,online,0,ios,1,4,118.2,0.93,44.68,0,0.828,0,0
683,15855,10549,2,0,0,1,98.14,28.92,3.393,47,735,250.05,2,gaming,38784,online,0,web_desktop,1,4,49,13.88,12.8,0,0.334,0,1
684,37166,10552,2,0,0,1,22,34.2,0.643,84,3879,1628.72,1,entertainment,23539,contactless,1,ios,1,8,462.4,33.89,13.95,0,0.218,0,0
685,26553,10556,2,0,0,1,81.7,26.3,3.106,53,1278,1508.32,3,gambling,50200,chip,1,web_desktop,0,4,115.9,20.77,4.18,0,0.083,0,0
686,48965,10573,2,0,0,1,17.89,20.56,0.87,36,3605,1248.57,1,grocery,62929,contactless,1,ios,0,5,208.6,34.31,3.86,0,0.033,0,0
687,14111,10579,2,0,0,1,25.59,39.73,0.644,43,188,1830.45,5,crypto_exchange,82813,contactless,1,web_mobile,1,5,314.1,3.09,16.13,0,0.143,0,0
688,44100,10603,2,0,0,1,17.79,18.82,0.945,37,1054,104.58,4,utilities,35109,manual_entry,0,pos_terminal,3,6,194.2,7.14,7.4,0,0.688,0,0
689,42142,10611,2,0,0,1,35.64,21.67,1.645,44,1092,903.83,5,utilities,26285,contactless,1,web_mobile,0,2,58,5.56,5.02,0,0.011,0,0
690,23978,10659,2,0,0,1,18.05,39.56,0.456,79,1775,1907.31,3,money_transfer,97152,swipe,1,web_desktop,0,3,78.1,11.63,7.78,0,0.228,0,0
691,31940,10660,2,0,0,1,392.73,77.38,5.075,51,703,4259.51,5,fuel,88548,online,0,unknown,0,2,1078.9,25.11,13.18,0,0.89,0,0
692,19435,10678,2,0,0,1,9.66,16.44,0.588,23,3355,747.04,1,gaming,14151,manual_entry,0,unknown,1,6,93.2,12.86,14.37,0,0.015,0,0
693,49422,10679,2,0,0,1,22.46,16.46,1.365,65,535,586.96,4,health,27756,contactless,1,android,2,3,36.7,6,6.39,0,0.264,0,0
694,38266,10711,2,0,0,1,5.17,9.8,0.528,44,2968,263.78,5,gaming,70024,manual_entry,0,web_desktop,0,6,9.6,6.77,11.24,0,0.61,0,0
695,5006,10724,2,0,0,1,17.8,54.58,0.326,51,143,2479.68,5,utilities,36407,contactless,1,ios,0,5,67.2,17.36,0.26,0,0.08,0,0
696,11151,10733,2,0,0,1,29.55,30.42,0.971,26,2920,1013.74,5,entertainment,47180,online,0,pos_terminal,0,4,576.2,0.73,29.01,0,0.509,0,0
697,11165,10739,2,0,0,1,10,44.12,0.227,39,1044,1161.72,2,gaming,73530,manual_entry,0,web_desktop,0,4,132.5,7.12,6.54,0,0.601,0,0
698,5848,10772,2,0,0,1,45.88,27.67,1.658,58,3632,1464.23,5,fuel,96671,chip,1,unknown,0,4,129.2,2.72,1.35,0,0.218,0,0
699,43048,10783,2,0,0,1,17.02,54.57,0.312,77,467,3061.81,4,entertainment,18484,manual_entry,0,pos_terminal,0,6,91,34.81,11.21,0,0.068,0,0
700,37104,10809,3,0,0,1,24.7,39.26,0.629,51,676,1545.58,5,fuel,98957,swipe,1,web_mobile,0,4,141.4,31,58.62,0,0.261,0,0
701,37470,10812,3,0,0,1,16.49,41.75,0.395,49,3090,419.93,5,gaming,12730,online,0,web_desktop,0,4,52.8,0.07,3.17,0,0.34,0,0
702,26505,10831,3,0,0,1,39.97,21.07,1.897,45,2355,1026.05,1,crypto_exchange,68906,contactless,1,web_desktop,0,4,34,2.56,1.66,0,0.034,0,0
703,11141,10834,3,0,0,1,32.94,41.67,0.79,27,3655,2718.36,1,entertainment,62015,chip,1,unknown,0,6,11,8.56,8.9,0,0.286,0,0
704,29957,10855,3,0,0,1,10.64,22.29,0.477,77,3011,1013.89,2,gaming,21809,online,0,web_desktop,0,2,99.6,8.39,0.89,0,0.042,0,0
705,28036,10858,3,0,0,1,20.76,40.28,0.515,50,3479,1898.87,2,utilities,14454,swipe,1,pos_terminal,0,5,447.4,5.64,0.32,0,0.127,0,0
706,30823,10860,3,0,0,1,52.59,37.96,1.385,66,733,1282.91,3,jewelry,32635,swipe,1,android,0,5,363,28.32,23.63,0,0.112,0,0
707,8786,10887,3,0,0,1,12.9,10.26,1.257,34,3952,406.87,2,jewelry,28260,manual_entry,0,android,2,8,172.7,13.51,18.35,0,0.882,0,0
708,36511,10921,3,0,0,1,14.41,88.69,0.162,38,3214,2293.71,1,jewelry,71862,swipe,1,pos_terminal,0,1,80.8,40.12,20,0,0.018,0,0
709,12559,10951,3,0,0,1,28.69,70.68,0.406,21,44,2797.19,1,gambling,60101,contactless,1,web_desktop,1,5,199.5,54.04,6.73,0,0.176,0,0
710,45421,10966,3,0,0,1,42,44.46,0.945,59,2306,1518.47,4,electronics,62923,swipe,1,web_mobile,0,3,203.2,11.89,3.5,0,0.032,0,0
711,7410,10977,3,0,0,1,26.15,38.09,0.687,23,1922,399.74,3,clothing,78590,chip,1,ios,0,1,284.4,13.04,4.47,0,0.092,0,0
712,2837,10996,3,0,0,1,11.76,41.53,0.283,78,2931,1178.58,3,electronics,75069,online,0,web_desktop,0,4,202.5,8.62,4.24,0,0.738,1,0
713,8362,11002,3,0,0,1,21.99,29.15,0.754,69,2910,571.5,3,restaurant,41102,contactless,1,ios,0,0,123.1,2.02,22.81,0,0.084,0,0
714,24582,11023,3,0,0,1,28.1,19.18,1.465,23,793,996.85,5,health,40448,online,0,web_desktop,1,3,253.6,29.68,1.91,0,0.088,0,0
715,32103,11028,3,0,0,1,9.51,18.06,0.527,47,2529,438.71,1,electronics,22707,online,0,ios,0,3,215.7,35.74,4.56,0,0.086,0,0
716,31767,11037,3,0,0,1,36.52,36.93,0.989,73,2575,317.18,3,restaurant,94880,online,0,web_desktop,1,5,264.5,18.47,24.74,0,0.147,0,0
717,24459,11043,3,0,0,1,9.88,48.31,0.205,58,3293,768.71,1,crypto_exchange,93244,manual_entry,0,web_desktop,0,8,25.6,6.77,5.61,0,0.457,0,0
718,48161,11070,3,0,0,1,13.99,17.25,0.811,57,2602,650.94,4,utilities,11276,swipe,1,ios,0,6,386.1,60.25,1.45,0,0.248,0,0
719,11462,11071,3,0,0,1,63.7,49.56,1.285,57,955,429.78,1,jewelry,43681,online,0,unknown,0,5,10.5,31.05,4.23,0,0.849,0,0
720,35798,11077,3,0,0,1,152.4,56.38,2.703,29,3111,1362.13,5,clothing,86629,contactless,1,unknown,2,6,988.1,2.41,0.4,0,0.279,0,0
721,43483,11082,3,0,0,1,93.12,63.08,1.476,65,2788,2398.46,4,crypto_exchange,86600,swipe,1,unknown,0,4,132.3,5.11,15.3,0,0.253,0,0
722,35333,11083,3,0,0,1,22.91,11.61,1.973,40,1776,445.45,4,grocery,23380,manual_entry,0,web_desktop,0,5,332.1,68.36,1.87,0,0.249,0,0
723,20859,11086,3,0,0,1,37.08,29.43,1.26,58,3676,1399.27,1,health,14415,online,0,pos_terminal,1,5,120.9,8.95,7.58,0,0.969,0,0
724,15812,11102,3,0,0,1,184.32,43.26,4.261,43,1034,1971,4,fuel,51344,online,0,web_desktop,1,6,480.6,11.87,27.63,0,0.233,0,0
725,24397,11130,3,0,0,1,188.64,58.37,3.232,53,3424,2473.9,5,crypto_exchange,81874,atm_withdrawal,1,android,0,2,535.8,9.81,4.6,0,0.226,1,0
726,42115,11134,3,0,0,1,22.34,22.14,1.009,36,2076,178.98,3,online_retail,38250,chip,1,web_desktop,2,7,785.4,0.4,1.32,0,0.176,0,0
727,34421,11147,3,0,0,1,284.82,147.35,1.933,69,2450,3993.53,4,fuel,39144,chip,1,pos_terminal,0,2,33.4,23.48,0.76,0,0.174,0,0
728,13460,11151,3,0,0,1,243.79,139.79,1.744,62,345,3638.48,3,electronics,12562,contactless,1,android,1,4,340.7,1.96,3.09,0,0.281,0,0
729,5792,11152,3,0,0,1,38.94,25.08,1.553,44,2153,504.74,4,gaming,51655,chip,1,web_mobile,0,6,131.8,10,4.91,0,0.251,0,0
730,44582,11158,3,0,0,1,21.31,16.86,1.264,75,752,909.09,4,grocery,40224,online,0,web_desktop,1,5,271.8,18.95,13.35,0,0.942,0,0
731,17791,11199,3,0,0,1,9.74,14.1,0.691,26,2825,360.58,3,gambling,58593,manual_entry,0,web_desktop,0,4,20.4,4.28,3.78,0,0.109,0,0
732,29517,11211,3,0,0,1,20.55,28.44,0.723,20,2133,1738.09,3,restaurant,74047,contactless,1,web_desktop,0,5,154.9,16.52,12.5,0,0.195,0,0
733,40009,11216,3,0,0,1,38.27,50.47,0.758,58,880,1387.98,3,utilities,69611,chip,1,web_mobile,3,3,378.7,2.07,0.89,0,0.077,0,0
734,11190,11234,3,0,0,1,37.99,36.25,1.048,34,3001,1738.58,5,restaurant,88325,swipe,1,unknown,1,4,109.9,24.75,2.96,0,0.125,0,0
735,36902,11252,3,0,0,1,51.23,40.17,1.275,52,1806,957.37,4,online_retail,32744,online,0,web_mobile,0,6,202.7,29.42,0.96,0,0.005,0,0
736,11187,11274,3,0,0,1,66.94,65.33,1.025,18,367,3033.91,2,gambling,25605,contactless,1,ios,0,6,38.3,28,0.5,0,0.168,0,0
737,24188,11287,3,0,0,1,18.38,32.86,0.559,41,3641,1578.03,4,online_retail,71054,online,0,web_desktop,0,7,60.9,3.41,1.31,0,0.878,0,0
738,24992,11332,3,0,0,1,23.92,34.82,0.687,22,504,328.55,3,fuel,67056,chip,1,unknown,0,6,169.6,11.01,1.1,0,0.13,0,0
739,36680,11341,3,0,0,1,53.21,32.89,1.618,22,2999,1158.89,4,utilities,48497,contactless,1,pos_terminal,0,1,1018.1,4.39,21.79,0,0.282,0,0
740,20694,11386,3,0,0,1,46.4,29,1.6,19,501,1179.95,4,online_retail,43429,swipe,1,web_desktop,0,3,74.2,14.93,15.75,0,0.065,0,0
741,17256,11437,3,0,0,1,63.28,36.43,1.737,35,1878,906.99,4,jewelry,73512,atm_withdrawal,1,unknown,1,6,19.4,1.61,10.58,0,0.005,0,0
742,14506,11469,3,0,0,1,38.68,27.58,1.402,41,1950,1582.05,3,clothing,53621,online,0,pos_terminal,1,7,784.6,34.06,5.28,0,0.948,0,0
743,34704,11473,3,0,0,1,80.35,57.62,1.394,43,3984,1399.08,3,gaming,23698,contactless,1,ios,1,6,353.2,11.26,2.66,0,0.079,0,0
744,7604,11482,3,0,0,1,13.12,11.02,1.191,23,1413,374.29,4,electronics,28652,contactless,1,ios,2,6,90.8,11.69,15.38,0,0.217,0,0
745,41525,11482,3,0,0,1,95.97,53.85,1.782,34,1549,2908.95,3,grocery,74758,chip,1,pos_terminal,0,2,334.4,12.94,9,0,0.223,0,0
746,270,11517,3,0,0,1,53.18,24.81,2.143,37,424,866.65,5,gaming,87857,online,0,web_desktop,0,3,94.8,32.89,7.59,0,0.823,0,0
747,31414,11543,3,0,0,1,20.28,33.15,0.612,22,2617,1661.29,1,electronics,32407,contactless,1,ios,3,6,196.5,7.67,8.23,0,0.259,0,0
748,20369,11545,3,0,0,1,42.45,68.67,0.618,20,3675,3546.15,3,crypto_exchange,51703,atm_withdrawal,1,web_desktop,1,6,94.1,16.7,38.41,0,0.286,0,0
749,23386,11584,3,0,0,1,8.03,17.51,0.459,58,184,925.82,4,health,44937,online,0,unknown,0,9,229.3,5.31,23.58,0,0.375,0,0
750,12356,11662,3,0,0,1,10.1,13.78,0.733,83,3457,596.68,2,money_transfer,54981,chip,1,ios,0,6,339.4,8.32,0.81,0,0.123,0,0
751,25917,11708,3,0,0,1,28.01,26.13,1.072,82,1852,706.97,4,jewelry,21623,chip,1,android,0,3,78.9,1.42,13.13,0,0.127,0,0
752,5581,11742,3,0,0,1,24.29,37.29,0.651,74,3983,2352.24,5,utilities,64225,contactless,1,web_mobile,0,2,19.7,21.31,2.99,0,0.011,0,0
753,49616,11764,3,0,0,1,43.38,27.19,1.595,73,1539,615.88,4,gaming,46054,atm_withdrawal,1,web_desktop,0,2,62.7,40.18,0.31,0,0.263,0,0
